Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2018.3 (lin64) Build 2405991 Thu Dec  6 23:36:41 MST 2018
| Date         : Sun Sep  6 09:56:26 2020
| Host         : DESKTOP-VO2BSI1 running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_utilization -hierarchical -file ./fpga_project/e-class/core_syn_area.txt
| Design       : fpga_top
| Device       : 7a35ticsg324-1L
| Design State : Synthesized
-------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------+-----------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
|                                         Instance                                        |                  Module                 | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP48 Blocks |
|           (pwm_sync_pwm_enable)                                                         |        SyncRegister__parameterized0_384 |         18 |         18 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_394 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_output                                                             |        SyncRegister__parameterized0_385 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_output)                                                         |        SyncRegister__parameterized0_385 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_393 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_start                                                              |        SyncRegister__parameterized0_386 |          2 |          2 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_start)                                                          |        SyncRegister__parameterized0_386 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_392 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_387 |         52 |         52 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_388 |         38 |         38 |       0 |    0 |    52 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_389 |         16 |         16 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_390 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_391 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       pwm2                                                                              |                               mkpwm_288 |        255 |        255 |       0 |    0 |   374 |      0 |      0 |            0 |
|         (pwm2)                                                                          |                               mkpwm_288 |         34 |         34 |       0 |    0 |   105 |      0 |      0 |            0 |
|         pwm_clock_divider_clock_selector                                                |                     UngatedClockMux_354 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divider_new_clock                                                     |                           MakeClock_355 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divisor_sync                                                          |                        SyncRegister_356 |         23 |         23 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_clock_divisor_sync)                                                      |                        SyncRegister_356 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_376 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_control_reset                                                               |                          MakeResetA_357 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|           (pwm_control_reset)                                                           |                          MakeResetA_357 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           rstSync                                                                       |                          SyncResetA_375 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|         pwm_sync_continous_once                                                         |        SyncRegister__parameterized0_358 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_continous_once)                                                     |        SyncRegister__parameterized0_358 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_374 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_duty_cycle                                                             |                        SyncRegister_359 |         12 |         12 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_duty_cycle)                                                         |                        SyncRegister_359 |          9 |          9 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_373 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_period                                                                 |                        SyncRegister_360 |         22 |         22 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_period)                                                             |                        SyncRegister_360 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_372 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_enable                                                             |        SyncRegister__parameterized0_361 |         19 |         19 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_enable)                                                         |        SyncRegister__parameterized0_361 |         18 |         18 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_371 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_output                                                             |        SyncRegister__parameterized0_362 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_output)                                                         |        SyncRegister__parameterized0_362 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_370 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_start                                                              |        SyncRegister__parameterized0_363 |          2 |          2 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_start)                                                          |        SyncRegister__parameterized0_363 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_369 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_364 |         52 |         52 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_365 |         38 |         38 |       0 |    0 |    52 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_366 |         16 |         16 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_367 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_368 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       pwm3                                                                              |                               mkpwm_289 |        255 |        255 |       0 |    0 |   374 |      0 |      0 |            0 |
|         (pwm3)                                                                          |                               mkpwm_289 |         34 |         34 |       0 |    0 |   105 |      0 |      0 |            0 |
|         pwm_clock_divider_clock_selector                                                |                     UngatedClockMux_331 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divider_new_clock                                                     |                           MakeClock_332 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divisor_sync                                                          |                        SyncRegister_333 |         23 |         23 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_clock_divisor_sync)                                                      |                        SyncRegister_333 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_353 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_control_reset                                                               |                          MakeResetA_334 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|           (pwm_control_reset)                                                           |                          MakeResetA_334 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           rstSync                                                                       |                          SyncResetA_352 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|         pwm_sync_continous_once                                                         |        SyncRegister__parameterized0_335 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_continous_once)                                                     |        SyncRegister__parameterized0_335 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_351 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_duty_cycle                                                             |                        SyncRegister_336 |         12 |         12 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_duty_cycle)                                                         |                        SyncRegister_336 |          9 |          9 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_350 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_period                                                                 |                        SyncRegister_337 |         22 |         22 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_period)                                                             |                        SyncRegister_337 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_349 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_enable                                                             |        SyncRegister__parameterized0_338 |         19 |         19 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_enable)                                                         |        SyncRegister__parameterized0_338 |         18 |         18 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_348 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_output                                                             |        SyncRegister__parameterized0_339 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_output)                                                         |        SyncRegister__parameterized0_339 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_347 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_start                                                              |        SyncRegister__parameterized0_340 |          2 |          2 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_start)                                                          |        SyncRegister__parameterized0_340 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_346 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_341 |         52 |         52 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_342 |         38 |         38 |       0 |    0 |    52 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_343 |         16 |         16 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_344 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_345 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       pwm4                                                                              |                               mkpwm_290 |        255 |        255 |       0 |    0 |   374 |      0 |      0 |            0 |
|         (pwm4)                                                                          |                               mkpwm_290 |         34 |         34 |       0 |    0 |   105 |      0 |      0 |            0 |
|         pwm_clock_divider_clock_selector                                                |                     UngatedClockMux_308 |          4 |          4 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divider_new_clock                                                     |                           MakeClock_309 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divisor_sync                                                          |                        SyncRegister_310 |         23 |         23 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_clock_divisor_sync)                                                      |                        SyncRegister_310 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_330 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_control_reset                                                               |                          MakeResetA_311 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|           (pwm_control_reset)                                                           |                          MakeResetA_311 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           rstSync                                                                       |                          SyncResetA_329 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|         pwm_sync_continous_once                                                         |        SyncRegister__parameterized0_312 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_continous_once)                                                     |        SyncRegister__parameterized0_312 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_328 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_duty_cycle                                                             |                        SyncRegister_313 |         12 |         12 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_duty_cycle)                                                         |                        SyncRegister_313 |          9 |          9 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_327 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_period                                                                 |                        SyncRegister_314 |         22 |         22 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_period)                                                             |                        SyncRegister_314 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_326 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_enable                                                             |        SyncRegister__parameterized0_315 |         19 |         19 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_enable)                                                         |        SyncRegister__parameterized0_315 |         18 |         18 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_325 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_output                                                             |        SyncRegister__parameterized0_316 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_output)                                                         |        SyncRegister__parameterized0_316 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_324 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_start                                                              |        SyncRegister__parameterized0_317 |          2 |          2 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_start)                                                          |        SyncRegister__parameterized0_317 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_323 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_318 |         52 |         52 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_319 |         38 |         38 |       0 |    0 |    52 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_320 |         16 |         16 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_321 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_322 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       pwm5                                                                              |                               mkpwm_291 |        255 |        255 |       0 |    0 |   374 |      0 |      0 |            0 |
|         (pwm5)                                                                          |                               mkpwm_291 |         34 |         34 |       0 |    0 |   105 |      0 |      0 |            0 |
|         pwm_clock_divider_clock_selector                                                |                         UngatedClockMux |          4 |          4 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divider_new_clock                                                     |                               MakeClock |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|         pwm_clock_divisor_sync                                                          |                            SyncRegister |         23 |         23 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_clock_divisor_sync)                                                      |                            SyncRegister |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_307 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_control_reset                                                               |                              MakeResetA |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|           (pwm_control_reset)                                                           |                              MakeResetA |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           rstSync                                                                       |                              SyncResetA |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|         pwm_sync_continous_once                                                         |            SyncRegister__parameterized0 |          4 |          4 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_continous_once)                                                     |            SyncRegister__parameterized0 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_306 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_duty_cycle                                                             |                        SyncRegister_292 |         12 |         12 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_duty_cycle)                                                         |                        SyncRegister_292 |          9 |          9 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_305 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_period                                                                 |                        SyncRegister_293 |         22 |         22 |       0 |    0 |    38 |      0 |      0 |            0 |
|           (pwm_sync_period)                                                             |                        SyncRegister_293 |         20 |         20 |       0 |    0 |    32 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_304 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_enable                                                             |        SyncRegister__parameterized0_294 |         19 |         19 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_enable)                                                         |        SyncRegister__parameterized0_294 |         18 |         18 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_303 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_output                                                             |        SyncRegister__parameterized0_295 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_output)                                                         |        SyncRegister__parameterized0_295 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                       SyncHandshake_302 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         pwm_sync_pwm_start                                                              |        SyncRegister__parameterized0_296 |          2 |          2 |       0 |    0 |     8 |      0 |      0 |            0 |
|           (pwm_sync_pwm_start)                                                          |        SyncRegister__parameterized0_296 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|           sync                                                                          |                           SyncHandshake |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_297 |         52 |         52 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_298 |         38 |         38 |       0 |    0 |    52 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_299 |         16 |         16 |       0 |    0 |    14 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_300 |         20 |         20 |       0 |    0 |    34 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_301 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|     spi_cluster                                                                         |                           mkspi_cluster |       3051 |       3051 |       0 |    0 |  3114 |      0 |      0 |            0 |
|       (spi_cluster)                                                                     |                           mkspi_cluster |          1 |          1 |       0 |    0 |     0 |      0 |      0 |            0 |
|       c2m_xactor_f_rd_addr                                                              |                               FIFO2_157 |         14 |         14 |       0 |    0 |    22 |      0 |      0 |            0 |
|       c2m_xactor_f_rd_data                                                              |               FIFO2__parameterized0_158 |         40 |         40 |       0 |    0 |    70 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_addr                                                              |                               FIFO2_159 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_data                                                              |               FIFO2__parameterized1_160 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_161 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       c2s_xactor_f_rd_addr                                                              |                               FIFO2_162 |         14 |         14 |       0 |    0 |    22 |      0 |      0 |            0 |
|       c2s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_163 |         40 |         40 |       0 |    0 |    70 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_addr                                                              |                               FIFO2_164 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_165 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_166 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_addr                                                      |                               FIFO2_167 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_data                                                      |               FIFO2__parameterized0_168 |          4 |          4 |       0 |    0 |     5 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_addr                                                      |                               FIFO2_169 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_data                                                      |               FIFO2__parameterized1_170 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_resp                                                      |               FIFO2__parameterized2_171 |          5 |          5 |       0 |    0 |     5 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_0                                                               |               FIFO2__parameterized3_172 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_1                                                               |               FIFO2__parameterized3_173 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_2                                                               |               FIFO2__parameterized3_174 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_sjs_0                                                               |               FIFO2__parameterized2_175 |         42 |         42 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_0                                                               |               FIFO2__parameterized3_176 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_1                                                               |               FIFO2__parameterized3_177 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_2                                                               |               FIFO2__parameterized3_178 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_sjs_0                                                               |               FIFO2__parameterized2_179 |         12 |         12 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_addr                                           |                               FIFO2_180 |         21 |         21 |       0 |    0 |    22 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_data                                           |               FIFO2__parameterized0_181 |         39 |         39 |       0 |    0 |    70 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_addr                                           |                               FIFO2_182 |         55 |         55 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_data                                           |               FIFO2__parameterized1_183 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_resp                                           |               FIFO2__parameterized2_184 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_addr                                              |                               FIFO2_185 |         11 |         11 |       0 |    0 |    18 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_data                                              |               FIFO2__parameterized0_186 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_addr                                              |                               FIFO2_187 |         11 |         11 |       0 |    0 |    18 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_data                                              |               FIFO2__parameterized1_188 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_resp                                              |               FIFO2__parameterized2_189 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_addr                                              |                               FIFO2_190 |         12 |         12 |       0 |    0 |    18 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_data                                              |               FIFO2__parameterized0_191 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_addr                                              |                               FIFO2_192 |         11 |         11 |       0 |    0 |    18 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_data                                              |               FIFO2__parameterized1_193 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_resp                                              |               FIFO2__parameterized2_194 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_addr                                              |                               FIFO2_195 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_data                                              |               FIFO2__parameterized0_196 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_addr                                              |                               FIFO2_197 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_data                                              |               FIFO2__parameterized1_198 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_resp                                              |               FIFO2__parameterized2_199 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       spi0                                                                              |                                   mkspi |       1158 |       1158 |       0 |    0 |  1013 |      0 |      0 |            0 |
|         (spi0)                                                                          |                                   mkspi |        135 |        135 |       0 |    0 |   399 |      0 |      0 |            0 |
|         ff_rd_req                                                                       |                           SyncFIFO1_207 |        166 |        166 |       0 |    0 |    14 |      0 |      0 |            0 |
|         ff_sync_rd_resp                                                                 |           SyncFIFO1__parameterized0_208 |          3 |          3 |       0 |    0 |    38 |      0 |      0 |            0 |
|         ff_wr_req                                                                       |           SyncFIFO1__parameterized1_209 |        242 |        242 |       0 |    0 |    46 |      0 |      0 |            0 |
|         s_xactor_spi_f_rd_addr                                                          |                               FIFO2_210 |         12 |         12 |       0 |    0 |    18 |      0 |      0 |            0 |
|         s_xactor_spi_f_rd_data                                                          |               FIFO2__parameterized0_211 |         36 |         36 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_spi_f_wr_addr                                                          |                               FIFO2_212 |         13 |         13 |       0 |    0 |    18 |      0 |      0 |            0 |
|         s_xactor_spi_f_wr_data                                                          |               FIFO2__parameterized1_213 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_spi_f_wr_resp                                                          |               FIFO2__parameterized2_214 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|         spi_rx_fifo                                                                     |                           SizedFIFO_215 |        348 |        348 |       0 |    0 |   173 |      0 |      0 |            0 |
|         spi_tx_fifo                                                                     |                           SizedFIFO_216 |        163 |        163 |       0 |    0 |   173 |      0 |      0 |            0 |
|       spi1                                                                              |                               mkspi_200 |       1158 |       1158 |       0 |    0 |  1013 |      0 |      0 |            0 |
|         (spi1)                                                                          |                               mkspi_200 |        135 |        135 |       0 |    0 |   399 |      0 |      0 |            0 |
|         ff_rd_req                                                                       |                               SyncFIFO1 |        166 |        166 |       0 |    0 |    14 |      0 |      0 |            0 |
|         ff_sync_rd_resp                                                                 |               SyncFIFO1__parameterized0 |          3 |          3 |       0 |    0 |    38 |      0 |      0 |            0 |
|         ff_wr_req                                                                       |               SyncFIFO1__parameterized1 |        242 |        242 |       0 |    0 |    46 |      0 |      0 |            0 |
